Y,X,gwid,statename,from,to,group,groupid,gwgroupid,umbrella,sqkm,type
,,690,Kuwait,1961,2013,Kuwaiti Sunni (Arab),3000,69003000,,16758,Statewide
,,692,Bahrain,1971,2013,Sunni Arabs,1000,69201000,,641,Statewide
,,692,Bahrain,1971,2013,Shi'a Arabs,2000,69202000,,641,Statewide
,,700,Afghanistan,1946,2001,Qizalbash,13000,70013000,,,Urban
,,700,Afghanistan,1946,2013,Pashtuns,12000,70012000,,275565,Regional & urban
,,700,Afghanistan,1946,1978,Pamir Tajiks,10000,70010000,,17009,Regionally based
,,700,Afghanistan,1979,2013,Tajiks,14000,70014000,,86858,Regional & urban
,,710,China,1946,2013,Hani,16000,71016000,,20523,Regionally based
,,710,China,1946,2013,Yao,11000,71011000,,17747,Regionally based
,,700,Afghanistan,1946,2013,Hazara,7000,70007000,,103262,Regional & urban
,,704,Uzbekistan,1991,2013,Karakalpak,1000,70401000,,11596,Regionally based
,,704,Uzbekistan,1991,2013,Tajiks,4000,70404000,,7783,Regional & urban
,,705,Kazakhstan,1991,2013,Germans,1000,70501000,,,Dispersed
,,705,Kazakhstan,1991,1994,Ukrainians,3200,70503200,70503000,,Dispersed
,,705,Kazakhstan,1991,2013,Tatars,4000,70504000,,,Dispersed
,,705,Kazakhstan,1991,2013,Uighur,5000,70505000,,,Dispersed
,,705,Kazakhstan,1991,2013,Uzbeks,7000,70507000,,,Dispersed
,,705,Kazakhstan,1991,2013,Kazakhs,2000,70502000,,1187411,Regional & urban
,,705,Kazakhstan,1991,1994,Russians,3100,70503100,70503000,659557,Regional & urban
,,705,Kazakhstan,1995,2013,Russian-speakers,3000,70503000,,341686,Regional & urban
,,710,China,1946,2013,Wa,28000,71028000,,,Dispersed
,,710,China,1946,2013,Chinese (Han),3000,71003000,,9403646,Statewide
,,700,Afghanistan,1979,2013,Uzbeks,16000,70016000,,50494,Regionally based
,,710,China,1946,1963,Hui,5000,71005000,,9403646,Statewide
,,710,China,1946,2013,Tibetans,10000,71010000,,1578095,Regionally based
,,710,China,1946,2013,Mongolians,9000,71009000,,1024770,Regionally based
,,710,China,1946,2013,Uyghur,36000,71036000,,591626,Regionally based
,,710,China,1946,2013,Kazakh,35000,71035000,,256853,Regionally based
,,710,China,1946,2013,Zhuang,13000,71013000,,139985,Regionally based
,,710,China,1946,2013,Yi,12000,71012000,,105219,Regionally based
,,710,China,1946,2013,Kirghiz,5400,71005400,71005000,73455,Regionally based
,,710,China,1946,2013,Miao,8000,71008000,,40347,Regionally based
,,710,China,1946,2013,Koreans,6000,71006000,,33371,Regionally based
,,710,China,1946,2013,Bouyei,2000,71002000,,27185,Regionally based
,,700,Afghanistan,1979,2013,Turkmen,15000,70015000,,10007,Regionally based
,,700,Afghanistan,1979,2013,Nuristani,8000,70008000,,5764,Regionally based
,,700,Afghanistan,1992,1995,Aimaq,6000,70006000,,49394,Regionally based
,,700,Afghanistan,2002,2013,Baloch,4000,70004000,,56754,Regionally based
,,700,Afghanistan,2002,2005,Brahui,5000,70005000,,17198,Regionally based
,,700,Afghanistan,2002,2005,Pashai,11000,70011000,,5700,Regionally based
,,701,Turkmenistan,1991,2013,Kazakhs,11000,70111000,,,Dispersed
,,701,Turkmenistan,1991,2013,Russians,12000,70112000,,,Urban
,,701,Turkmenistan,1991,2013,Uzbeks,14000,70114000,,,Dispersed
,,701,Turkmenistan,1991,2013,Turkmen,13000,70113000,,463994,Regional & urban
,,702,Tajikistan,1991,2013,Tatars,4000,70204000,,,Dispersed
,,702,Tajikistan,1991,2013,Tajik,3000,70203000,,45103,Regional & urban
,,702,Tajikistan,1991,2013,Uzbeks,5000,70205000,,14070,Regional & urban
,,702,Tajikistan,1991,2013,Kyrgyz,1000,70201000,,4141,Regionally based
,,702,Tajikistan,1991,1997,Russians,2000,70202000,,2075,Regional & urban
,,702,Tajikistan,1998,2013,Russians,2000,70202000,,,Urban
,,703,Kyrgyzstan,1991,2013,Uyghur,4000,70304000,,,Dispersed
,,703,Kyrgyzstan,1991,2013,Kyrgyz,1000,70301000,,90287,Regional & urban
,,703,Kyrgyzstan,1991,2013,Russians,2000,70302000,,7945,Regional & urban
,,703,Kyrgyzstan,1991,2013,Uzbeks,5000,70305000,,3176,Regionally based
,,704,Uzbekistan,1991,2013,Russians,3000,70403000,,,Urban
,,704,Uzbekistan,1991,2013,Uzbeks,6000,70406000,,116056,Regional & urban
,,710,China,1946,2013,Dong,4000,71004000,,13020,Regionally based
,,710,China,1946,2013,Dai,14000,71014000,,10754,Regionally based
,,710,China,1946,2013,Daur,15000,71015000,,11807,Regionally based
,,710,China,1946,2013,Tu,26000,71026000,,3634,Regionally based
,,710,China,1946,2013,Naxi,22000,71022000,,11676,Regionally based
,,710,China,1946,2013,Jingpo,17000,71017000,,10979,Regionally based
,,710,China,1946,2013,Tujia,27000,71027000,,10591,Regionally based
,,710,China,1946,2013,Lisu,20000,71020000,,9821,Regionally based
,,710,China,1946,2013,She,24000,71024000,,8089,Regionally based
,,710,China,1946,2013,Qiang,23000,71023000,,6864,Regionally based
,,710,China,1946,2013,Gelao,30000,71030000,,3132,Regionally based
,,710,China,1946,2013,Dongxiang,5300,71005300,71005000,2592,Regionally based
,,710,China,1946,2013,Manchu,7000,71007000,,5451,Regionally based
,,710,China,1946,2013,Blang,33000,71033000,,2436,Regionally based
,,710,China,1946,2013,Lahu,18000,71018000,,4391,Regionally based
,,710,China,1946,2013,Shui,25000,71025000,,4082,Regionally based
,,710,China,1946,2013,Mulam,21000,71021000,,933,Regionally based
,,710,China,1946,2013,Maonan,34000,71034000,,297,Regionally based
,,710,China,1964,2013,Hui (proper),5100,71005100,71005000,34952,Regionally based
,,712,Mongolia,1946,2013,Mongols,3000,71203000,,1531710,Statewide
,,712,Mongolia,1946,2013,Kazakh,2000,71202000,,15050,Regionally based
,,713,Taiwan,1949,2013,Mainland Chinese,2000,71302000,,,Urban
,,713,Taiwan,1949,2013,Indigenous/Aboriginal Taiwanese,1000,71301000,,18790,Regionally based
,,750,India,1947,2013,Indigenous Tripuri,7000,75007000,,2948,Regionally based
,,750,India,1949,2013,Scheduled Castes & Tribes,18000,75018000,,2432258,Regional & urban
,,713,Taiwan,1949,2013,Taiwanese,3000,71303000,,17314,Regional & urban
,,740,Japan,1952,2013,Burakumin,2000,74002000,,,Dispersed
,,740,Japan,1952,2013,Koreans,6000,74006000,,,Urban
,,740,Japan,1952,2013,Japanese,3000,74003000,,369454,Statewide
,,740,Japan,1952,2013,Ainu,1000,74001000,,1579,Regionally based
,,740,Japan,1952,2013,Burakumin,5000,74005000,,1263,Regionally based
,,750,India,1947,2013,Other Muslims,13000,75013000,,2501233,Regional & urban
,,750,India,1947,1948,Scheduled Castes & Tribes,18000,75018000,,2414356,Regional & urban
,,750,India,1947,2013,Hindi (non-SC/ST),5000,75005000,,678676,Regional & urban
,,750,India,1947,2013,Marathi (non-SC/ST),11000,75011000,,344775,Regional & urban
,,750,India,1947,2013,Telugu (Non SC/ST/OBCs),20000,75020000,,297509,Regional & urban
,,750,India,1947,2013,Gujarati (non-SC/ST/OBCs),4000,75004000,,186313,Regional & urban
,,750,India,1947,2013,Oriya (non-SC/ST/OBCs),15000,75015000,,167933,Regional & urban
,,750,India,1947,2013,Kannada (non-SC/ST),8000,75008000,,165104,Regional & urban
,,750,India,1963,2013,Bodo,3000,75003000,,1579,Regionally based
,,750,India,1977,2013,Other Backward Classes (Castes),16000,75016000,,,Dispersed
,,760,Bhutan,1949,1987,Bhutanese,1000,76001000,,,Dispersed
,,750,India,1947,2013,Tamil (non-SC/ST),19000,75019000,,145593,Regional & urban
,,750,India,1947,2013,Bengali (non-SC/ST),2000,75002000,,142034,Regional & urban
,,760,Bhutan,1949,2013,Lhotsampa (Hindu Nepalese),2000,76002000,,4134,Regional & urban
,,750,India,1947,1948,Punjabi-Sikhs (non-SC/ST/OBCs),17000,75017000,,73367,Regional & urban
,,750,India,1947,2013,Assamese (non-SC/ST/OBCs),1000,75001000,,60831,Regionally based
,,750,India,1947,2013,Naga,14000,75014000,,18588,Regionally based
,,750,India,1947,2013,Manipuri,10000,75010000,,7582,Regionally based
,,750,India,1947,2013,Malyalam (non-SC/ST),9000,75009000,,48078,Regional & urban
,,750,India,1947,2013,Mizo,12000,75012000,,18589,Regionally based
,,750,India,1949,2013,Punjabi-Sikhs (non-SC/ST/OBCs),17000,75017000,,81196,Regional & urban
,,750,India,1949,2013,Kashmiri Muslims,6000,75006000,,39976,Regional & urban
,,760,Bhutan,1988,2013,Ngalops (Drupka),1010,76001010,76001000,15871,Regional & urban
,,760,Bhutan,1988,2013,Sharchops,1020,76001020,76001000,13081,Regional & urban
,,770,Pakistan,1947,2013,Mohajirs,3000,77003000,,,Urban
,,770,Pakistan,1947,2013,Ahmadis,7000,77007000,,,Dispersed
,,770,Pakistan,1947,2013,Hindus,8000,77008000,,,Dispersed
,,770,Pakistan,1947,2013,Sindhi,6000,77006000,,150697,Regional & urban
,,770,Pakistan,1947,2013,Baluchis,1000,77001000,,315242,Regionally based
,,770,Pakistan,1947,1971,Bengali,2000,77002000,,138195,Statewide
,,771,Bangladesh,1972,2013,Tribal-Buddhists,3000,77103000,,12740,Regionally based
,,775,Myanmar,1948,2013,Indians,4000,77504000,,,Urban
,,775,Myanmar,1948,2013,Bamar (Barman),1000,77501000,,282605,Regional & urban
,,775,Myanmar,1948,2013,Shan,9000,77509000,,131114,Regionally based
,,775,Myanmar,1948,2013,Kachins,5000,77505000,,66739,Regionally based
,,775,Myanmar,1948,2013,Kayin (Karens),6000,77506000,,57210,Regionally based
,,770,Pakistan,1947,2013,Punjabi,5000,77005000,,220189,Regional & urban
,,770,Pakistan,1947,2013,Pashtuns,4000,77004000,,134222,Regional & urban
,,770,Pakistan,1984,2013,Christians,9000,77009000,,,Dispersed
,,775,Myanmar,1948,2013,Zomis (Chins),11000,77511000,,47635,Regionally based
,,775,Myanmar,1948,2013,Muslim Arakanese,8000,77508000,,15666,Regionally based
,,775,Myanmar,1948,2013,Buddhist Arakanese,2000,77502000,,32770,Regional & urban
,,811,Cambodia,1953,2013,Cham and Malays,1000,81101000,,3907,Regional & urban
,,775,Myanmar,1948,2013,Mons,7000,77507000,,14086,Regionally based
,,775,Myanmar,1948,2013,Karenni (Red Karens),12000,77512000,,12751,Regionally based
,,775,Myanmar,1948,2013,Wa,10000,77510000,,11197,Regionally based
,,775,Myanmar,1948,2013,Chinese,3000,77503000,,2267,Regional & urban
,,780,Sri Lanka,1948,2013,Sinhalese,3000,78003000,,53096,Regional & urban
,,780,Sri Lanka,1948,2013,Sri Lankan Tamils,4000,78004000,,24103,Regionally based
,,780,Sri Lanka,1948,1990,Moors (Muslims),2000,78002000,,15523,Regional & urban
,,780,Sri Lanka,1948,2013,Indian Tamils,1000,78001000,,11397,Regional & urban
,,780,Sri Lanka,1991,2013,Moors (Muslims),2000,78002000,,6696,Regional & urban
,,790,Nepal,1946,2013,Dalits,4000,79004000,,,Dispersed
,,790,Nepal,1946,2013,Others,7000,79007000,,,Dispersed
,,790,Nepal,1946,2013,Adibasi Janajati,2000,79002000,,147380,Statewide
,,790,Nepal,1946,2013,Caste Hill Hindu Elite,1000,79001000,,71901,Regional & urban
,,790,Nepal,1946,2013,Madhesi,5000,79005000,,22826,Regionally based
,,790,Nepal,1946,2013,Muslims,6000,79006000,,4139,Regionally based
,,790,Nepal,1946,2013,Newars,3000,79003000,,880,Regional & urban
,,800,Thailand,1946,2013,Chinese,4000,80004000,,,Dispersed
,,800,Thailand,1946,2013,Thai,3000,80003000,,441668,Statewide
,,800,Thailand,1946,2013,Malay Muslims,1000,80001000,,35990,Regionally based
,,800,Thailand,1946,2013,Shan,2000,80002000,,2781,Regionally based
,,800,Thailand,1999,2013,Hill Tribes,5000,80005000,,25493,Regionally based
,,811,Cambodia,1953,2013,Chinese,2000,81102000,,,Urban
,,811,Cambodia,1953,2013,Khmer Loeu (incl. Kui),5000,81105000,,,Dispersed
,,811,Cambodia,1953,2013,Vietnamese,4000,81104000,,3548,Regional & urban
,,812,Laos,1953,2013,Lao Thoeng (excl. Khmou),5000,81205000,,17471,Regionally based
,,811,Cambodia,1953,2013,Khmer,3000,81103000,,147010,Regionally based
,,811,Cambodia,1953,1978,Thai-Lao,7000,81107000,,5166,Regionally based
,,812,Laos,1953,2013,Lao (incl. Phuan),3000,81203000,,41493,Regional & urban
,,812,Laos,1953,2013,Lao Tai,9000,81209000,,36290,Regionally based
,,812,Laos,1953,2013,Khmou,2000,81202000,,31384,Regionally based
,,816,Vietnam,1954,2013,Hoa (Chinese),1000,81601000,,1756,Regional & urban
,,816,Vietnam,1976,2013,Kinh (Vietnamese),2000,81602000,,124012,Regional & urban
,,816,Vietnam,1976,2013,Thai,18000,81618000,,35366,Regionally based
,,816,Vietnam,1976,2013,Hmong,11000,81611000,,20507,Regionally based
,,816,Vietnam,1976,2013,Tay,17000,81617000,,18875,Regionally based
,,812,Laos,1953,1975,Hmong,1000,81201000,,14186,Regionally based
,,812,Laos,1953,2013,Lao Sung (excl. Hmong),4000,81204000,,7740,Regionally based
,,812,Laos,1976,2013,Hmong,1000,81201000,,,Migrant
,,816,Vietnam,1954,1975,Kinh (Vietnamese),2000,81602000,,53254,Regional & urban
,,816,Vietnam,1976,2013,Dao,3000,81603000,,16167,Regionally based
,,816,Vietnam,1976,2013,Khmer,13000,81613000,,15078,Regionally based
,,816,Vietnam,1976,2013,Muong,15000,81615000,,15050,Regionally based
,,816,Vietnam,1976,2013,Gia Rai,10000,81610000,,11521,Regionally based
,,816,Vietnam,1976,2013,Nung,16000,81616000,,8591,Regionally based
,,817,Republic of Vietnam,1954,1975,Hoa (Chinese),1000,81701000,,,Urban
,,817,Republic of Vietnam,1954,1975,Kinh (Vietnamese),2000,81702000,,64663,Regional & urban
,,820,Malaysia,1957,2013,Malays,5000,82005000,,103694,Regional & urban
,,820,Malaysia,1957,2013,Chinese,1000,82001000,,48258,Regional & urban
,,820,Malaysia,1957,2013,East Indians,3000,82003000,,9190,Regional & urban
,,820,Malaysia,1964,2013,Dayaks,2000,82002000,,115223,Regionally based
,,850,Indonesia,1949,2013,Dayak,16000,85016000,,51583,Regionally based
,,850,Indonesia,1949,2013,Amboinese,2000,85002000,,3429,Regional & urban
,,820,Malaysia,1964,2013,Kadazans,4000,82004000,,45987,Regionally based
,,830,Singapore,1966,2013,Chinese,1000,83001000,,,Urban
,,830,Singapore,1966,2013,Malays,2000,83002000,,,Urban
,,830,Singapore,1966,2013,Indians,3000,83003000,,,Urban
,,830,Singapore,1966,2013,Eurasians and Others,4000,83004000,,,Urban
,,840,Philippines,1946,2013,Fil-Chinese,4000,84004000,,,Urban
,,840,Philippines,1946,2013,Christian lowlanders,1000,84001000,,174589,Regional & urban
,,840,Philippines,1946,2013,Moro,3000,84003000,,31277,Regional & urban
,,840,Philippines,1986,2013,Indigenous,2000,84002000,,91818,Regionally based
,,850,Indonesia,1949,2013,Javanese,8000,85008000,,105283,Regional & urban
,,850,Indonesia,1949,1966,Minangkabaus,12000,85012000,,72962,Regional & urban
,,850,Indonesia,1949,1966,Makassarese and Bugis,10000,85010000,,56504,Regional & urban
,,850,Indonesia,1949,1966,Sundanese,14000,85014000,,41131,Regional & urban
,,850,Indonesia,1949,1966,Ternate,15000,85015000,,2857,Regionally based
,,850,Indonesia,1964,2013,Papuans,13000,85013000,,405945,Aggregate
,,850,Indonesia,1949,1966,Bataks,4000,85004000,,39060,Regional & urban
,,850,Indonesia,1949,2013,Chinese (Han),5000,85005000,,5284,Regional & urban
,,850,Indonesia,1949,2013,Acehnese,1000,85001000,,31332,Regional & urban
,,850,Indonesia,1949,1966,Gorontalos,7000,85007000,,20752,Regionally based
,,850,Indonesia,1949,1966,Madura,9000,85009000,,20190,Regional & urban
,,850,Indonesia,1949,1966,Balinese,3000,85003000,,6058,Regionally based
,,850,Indonesia,1976,2001,East Timorese,6000,85006000,,17181,Regionally based
,,850,Indonesia,1999,2013,Malay,17000,85017000,,330476,Regionally based
,,850,Indonesia,1999,2013,Bataks,4000,85004000,,39060,Regional & urban
,,850,Indonesia,1999,2013,Minangkabaus,12000,85012000,,72962,Regional & urban
,,850,Indonesia,1999,2013,Sundanese,14000,85014000,,41131,Regional & urban
,,850,Indonesia,1999,2013,Madura,9000,85009000,,20190,Regional & urban
,,900,Australia,1946,2013,Aborigines,1000,90001000,,,Dispersed
,,900,Australia,1946,2013,Asians,2000,90002000,,,Urban
,,900,Australia,1946,2013,Whites,3000,90003000,,7523336,Regional & urban
,,920,New Zealand,1946,2013,Maori,1000,92001000,,,Dispersed
,,920,New Zealand,1946,2013,New Zealanders,2000,92002000,,264270,Statewide
,,920,New Zealand,1990,2013,Pacific Islanders,3000,92003000,,,Urban
,,920,New Zealand,1996,2013,Asians,4000,92004000,,,Urban
,,950,Fiji,1970,2013,Fijians,1000,95001000,,18133,Statewide
,,950,Fiji,1970,2013,Indians,2000,95002000,,18133,Statewide
